,wg_1_w,wg_1_p_1_x,wg_1_p_1_y,wg_1_p_2_x,wg_1_p_2_y,wg_1_p_3_x,wg_1_p_3_y,wg_1_p_4_x,wg_1_p_4_y,wg_2_w,wg_2_p_1_x,wg_2_p_1_y,wg_2_p_2_x,wg_2_p_2_y,wg_2_p_3_x,wg_2_p_3_y,wg_2_p_4_x,wg_2_p_4_y
tm2_1.554,,,-0.05108384688642134,0.059570663026390254,-0.05108384688642134,-0.07458362550848592,-0.01598421089219241,,-0.01598421089219241,,,-0.015785572498808027,0.05449390542645378,-0.015785572498808027,0.0018833439881060334,0.02544043810079268,,0.02544043810079268
tm2_1.558,,,-0.053770488740882534,0.05948239064263335,-0.053770488740882534,-0.07177721434192327,-0.018442991517258787,,-0.018442991517258787,,,-0.01622129819284219,0.05612266671501958,-0.01622129819284219,0.0006934581099645493,0.02973810639286594,,0.02973810639286594
tm2_1.562,,,-0.052164131836496354,0.06062428569382715,-0.052164131836496354,-0.0676544181296893,-0.019358362545452812,,-0.019358362545452812,,,-0.01560626333364642,0.05571125219382923,-0.01560626333364642,0.0008715494694808927,0.029543258748095887,,0.029543258748095887
tm2_1.566,,,-0.05129917068874529,0.06115324820753529,-0.05129917068874529,-0.06497485421500707,-0.020256604562219893,,-0.020256604562219893,,,-0.016821777359817765,0.05536426707209197,-0.016821777359817765,0.0005441548702666114,0.029174438888930784,,0.029174438888930784
tm2_1.57,,,-0.05181959149417089,0.05983698779563023,-0.05181959149417089,-0.06285803247700424,-0.021492917880816514,,-0.021492917880816514,,,-0.01627790987275531,0.054624531047403405,-0.01627790987275531,2.527470202804913e-05,0.028973582738146857,,0.028973582738146857
tm2_1.574,,,-0.05119530791208757,0.059757503086542214,-0.05119530791208757,-0.06292539552093422,-0.02091849506697336,,-0.02091849506697336,,,-0.016658831383602874,0.05604394980689586,-0.016658831383602874,0.00019603286137209204,0.029377564998017608,,0.029377564998017608
tm2_1.578,,,-0.051175286660069194,0.06009269465338946,-0.051175286660069194,-0.060764919451270716,-0.019970328088948146,,-0.019970328088948146,,,-0.01586252764946756,0.05566452090495454,-0.01586252764946756,0.0012542900151027627,0.03037298589551229,,0.03037298589551229
tm2_1.582,,,-0.05203933764095666,0.06020076435764339,-0.05203933764095666,-0.05836238940618905,-0.019146357857558933,,-0.019146357857558933,,,-0.014366961874441364,0.054790335789934565,-0.014366961874441364,0.0027850820250303896,0.031062166444258618,,0.031062166444258618
tm2_1.586,,,-0.05148899801229334,0.06042030157679816,-0.05148899801229334,-0.057761817956605364,-0.018516879597880717,,-0.018516879597880717,,,-0.014378561067151052,0.0523223688109571,-0.014378561067151052,0.004576337036016514,0.030993171873258195,,0.030993171873258195
tm2_1.59,,,-0.05086615154283719,0.05920628561647365,-0.05086615154283719,-0.056925711139528795,-0.019488447802664885,,-0.019488447802664885,,,-0.014482692507471017,0.04994511677888176,-0.014482692507471017,0.00560393990428995,0.031210687748405935,,0.031210687748405935
tm2_1.594,,,-0.050612658635843084,0.058262287623356626,-0.050612658635843084,-0.05643208904959944,-0.0197696916290957,,-0.0197696916290957,,,-0.014138241085522713,0.046451926511730454,-0.014138241085522713,0.006291697278793512,0.03161978308504016,,0.03161978308504016
tm2_1.598,,,-0.050720239164630886,0.058638604076019514,-0.050720239164630886,-0.05678004270066796,-0.019820273072315188,,-0.019820273072315188,,,-0.012080955046531394,0.04367306434465551,-0.012080955046531394,0.005422547997919774,0.031004082039903774,,0.031004082039903774
tm2_1.602,,,-0.050333712372574106,0.05938065103039452,-0.050333712372574106,-0.05764896039257311,-0.02054363898769773,,-0.02054363898769773,,,-0.009995632924676475,0.04096654953650607,-0.009995632924676475,0.004886802803930612,0.03074565695361908,,0.03074565695361908
tm2_1.606,,,-0.05048527064683345,0.06027623472494709,-0.05048527064683345,-0.056753097500518046,-0.01996325773434716,,-0.01996325773434716,,,-0.008117134242819159,0.03965503312657356,-0.008117134242819159,0.004200116505229649,0.03194255675006931,,0.03194255675006931
tm2_1.61,,,-0.05045131503324187,0.061042795853466926,-0.05045131503324187,-0.055740399801449556,-0.019255255508189732,,-0.019255255508189732,,,-0.006560537346879311,0.0382694430309445,-0.006560537346879311,0.003099322978481021,0.032077368731594,,0.032077368731594
tm2_1.614,,,-0.04850996230655919,0.06194057066341051,-0.04850996230655919,-0.054413326914582116,-0.01948918022774153,,-0.01948918022774153,,,-0.006761989034078262,0.03794905610826986,-0.006761989034078262,0.003200356019697335,0.031487312908578834,,0.031487312908578834
tm2_1.618,,,-0.047091327613935655,0.06269890206587465,-0.047091327613935655,-0.0540303808552713,-0.01964654041233202,,-0.01964654041233202,,,-0.006799489933751449,0.03685824988681197,-0.006799489933751449,0.0034240482934297517,0.031219687556367108,,0.031219687556367108
tm2_1.622,,,-0.04591312408477081,0.06320515743614957,-0.04591312408477081,-0.053886359856871145,-0.019725270002893956,,-0.019725270002893956,,,-0.006387762661786692,0.035679241179874734,-0.006387762661786692,0.0037430684544508294,0.03078959585144758,,0.03078959585144758
tm2_1.626,,,-0.04458781012130864,0.062434950194794246,-0.04458781012130864,-0.052891841514894976,-0.01960454915930945,,-0.01960454915930945,,,-0.006043895163631037,0.03462649882112844,-0.006043895163631037,0.0042382229920198185,0.029831412129080876,,0.029831412129080876
tm2_1.63,,,-0.04338445496742493,0.05999846723167227,-0.04338445496742493,-0.05132145771067629,-0.01964668745401318,,-0.01964668745401318,,,-0.007258220413983597,0.03381890640893077,-0.007258220413983597,0.004513475109759892,0.028770779042250595,,0.028770779042250595
tm2_1.634,,,-0.0425536230370788,0.05865356912178086,-0.0425536230370788,-0.0508172268024348,-0.0196591916582103,,-0.0196591916582103,,,-0.008058963247557612,0.033617272098809145,-0.008058963247557612,0.0041437092334634254,0.028419185399627248,,0.028419185399627248
tm2_1.638,,,-0.04138900709268593,0.05903712353341251,-0.04138900709268593,-0.05136833908785663,-0.019234267468703804,,-0.019234267468703804,,,-0.009830906269589483,0.03440943665142941,-0.009830906269589483,0.0030204779026063626,0.028972846286090786,,0.028972846286090786
tm2_1.642,,,-0.03969284623841065,0.058933217314629104,-0.03969284623841065,-0.05075953848051074,-0.018694777206495684,,-0.018694777206495684,,,-0.011858695984324933,0.035489937074862185,-0.011858695984324933,0.0018910424423479442,0.02881951476796117,,0.02881951476796117
tm2_1.646,,,-0.038878431061548806,0.05856254730315208,-0.038878431061548806,-0.04960698924425081,-0.0172655787216023,,-0.0172655787216023,,,-0.012747468849426657,0.036406432939135036,-0.012747468849426657,0.0017577827005267471,0.02723568875063707,,0.02723568875063707
tm2_1.65,,,-0.038320262005381196,0.05867681663512793,-0.038320262005381196,-0.04855454197996833,-0.016630739195890448,,-0.016630739195890448,,,-0.013618995483483186,0.036656219586677925,-0.013618995483483186,0.0019538691695626877,0.025936652639788095,,0.025936652639788095
tm_phase_diff_1.45,,,0.019411152912796353,-0.03411605235699639,0.019411152912796353,0.038108042219837476,-0.0032857824158334316,,-0.0032857824158334316,,,-0.035969853591423344,0.036786203356071565,-0.035969853591423344,-0.03288446804891622,0.0241044874755603,,0.0241044874755603
tm_phase_diff_1.454,,,-0.023177756510945547,-0.02779983892577441,-0.023177756510945547,0.005033924722459544,-0.019679400540208968,,-0.019679400540208968,,,-0.04908784874809975,-0.021706272651765043,-0.04908784874809975,0.0010443993156557126,0.01636194701028898,,0.01636194701028898
tm_phase_diff_1.458,,,0.012839077965302318,0.001565575958971276,0.012839077965302318,0.0007727908532789464,-0.028939816058359352,,-0.028939816058359352,,,-0.015185684416027733,-0.02270282785306687,-0.015185684416027733,-0.029293608783871584,0.021893738321228363,,0.021893738321228363
tm_phase_diff_1.462,,,-0.004823742297841547,-0.016528496952540328,-0.004823742297841547,-0.03117463281451749,-0.0009671702476365733,,-0.0009671702476365733,,,0.018104010484153853,-0.033260910479358696,0.018104010484153853,-0.012709750180338148,0.0038146882395484684,,0.0038146882395484684
tm_phase_diff_1.466,,,-0.020881521639090055,0.033677817583664775,-0.020881521639090055,-0.03829787121235523,0.06315087775879398,,0.06315087775879398,,,0.025553919713760895,-0.02133971665821703,0.025553919713760895,-0.0062110117361583025,-0.0056123363499138565,,-0.0056123363499138565
tm_phase_diff_1.47,,,0.02527720546515186,0.026367393914488845,0.02527720546515186,-0.05102094047218781,0.07862886233032002,,0.07862886233032002,,,0.02360153741937506,-0.012693634709292459,0.02360153741937506,0.02295879655013405,-0.008041408389241467,,-0.008041408389241467
tm_phase_diff_1.474,,,0.04725856051507302,0.046488804527428276,0.04725856051507302,-0.06139319641827884,0.033571634936002175,,0.033571634936002175,,,0.014416638965398309,-0.009197006481086557,0.014416638965398309,0.02225451910983629,-0.007400057183127606,,-0.007400057183127606
tm_phase_diff_1.478,,,0.03098630575122754,0.07478348812322487,0.03098630575122754,-0.05389631370936631,0.04483231283318194,,0.04483231283318194,,,0.014925526411388387,-0.026871044007343282,0.014925526411388387,0.0074128820622415496,-0.00015237733988858365,,-0.00015237733988858365
tm_phase_diff_1.482,,,0.05704484745697784,0.10470975302687763,0.05704484745697784,-0.07008008976321914,0.04001553823131282,,0.04001553823131282,,,-0.012944671931337543,-0.012732867832945445,-0.012944671931337543,0.02163223142157904,-6.135591087495571e-06,,-6.135591087495571e-06
tm_phase_diff_1.486,,,0.007853874242043616,0.08627312092891404,0.007853874242043616,-0.07192672440118662,0.05192567978361176,,0.05192567978361176,,,-0.0045122431642486294,-0.03191305040005847,-0.0045122431642486294,-0.015828657368328176,-0.019773240239061084,,-0.019773240239061084
tm_phase_diff_1.49,,,0.004714673700875642,0.035671999981315,0.004714673700875642,-0.0324254914858657,0.02257460739045632,,0.02257460739045632,,,0.05463415453398156,0.02232005249011421,0.05463415453398156,-0.008629510401654944,-0.014428211873854135,,-0.014428211873854135
tm_phase_diff_1.494,,,-0.01030072473559143,0.013986355588727357,-0.01030072473559143,-0.009056831029091583,-0.009539645059157525,,-0.009539645059157525,,,0.03320949549975997,0.019412040939723867,0.03320949549975997,-0.03531387446605214,0.014475147837019257,,0.014475147837019257
tm_phase_diff_1.498,,,-0.034007174306547594,-0.0284087811126343,-0.034007174306547594,0.04526920323933298,0.001639281878006373,,0.001639281878006373,,,0.0008955285520158424,0.004706136960224486,0.0008955285520158424,-0.05850061425481194,0.00516767944248692,,0.00516767944248692
tm_phase_diff_1.502,,,-0.04872438894232657,-0.025215978542925368,-0.04872438894232657,0.06366047965677914,-0.0025387180917130544,,-0.0025387180917130544,,,0.021432349996514537,-0.02009447677186458,0.021432349996514537,-0.01100553163287935,-0.007057012407517284,,-0.007057012407517284
tm_phase_diff_1.506,,,-0.04132501251174003,-0.02418259742424597,-0.04132501251174003,0.06820517619175889,-0.0138969718130826,,-0.0138969718130826,,,-0.0007900493480608549,0.051016198505401726,-0.0007900493480608549,0.026146868268819443,-0.03595218340055446,,-0.03595218340055446
tm_phase_diff_1.51,,,-0.03428669088765694,-0.03858426184521064,-0.03428669088765694,0.09182809509842128,-0.021464663304762814,,-0.021464663304762814,,,0.009333941408705696,0.028977557363337476,0.009333941408705696,0.03451273111781199,-0.02213859120171455,,-0.02213859120171455
tm_phase_diff_1.514,,,-0.01923085621764645,-0.03591328310554741,-0.01923085621764645,0.05308931608219815,-0.038285729306222496,,-0.038285729306222496,,,-0.01943735235960591,0.02308457718691352,-0.01943735235960591,0.03804956165673979,-0.024676840271459312,,-0.024676840271459312
tm_phase_diff_1.518,,,-0.012526785886133204,-0.040761932624527014,-0.012526785886133204,0.02043714684329364,-0.06701927406462968,,-0.06701927406462968,,,-0.04823201112829431,0.03854640301833419,-0.04823201112829431,0.005144147644123157,0.004700870661772344,,0.004700870661772344
tm_phase_diff_1.522,,,0.015964350378748427,-0.051654531183411116,0.015964350378748427,0.024110493494543028,-0.08609352967386513,,-0.08609352967386513,,,-0.06085110077883487,0.00721773979280737,-0.06085110077883487,0.006938032734881659,0.0423695402138294,,0.0423695402138294
tm_phase_diff_1.526,,,-0.00400854386261066,-0.05354715970513708,-0.00400854386261066,0.013438677385690908,-0.02686007388036213,,-0.02686007388036213,,,-0.029576061065182707,-0.014341622897314572,-0.029576061065182707,-0.018905034634082378,0.03163428395146717,,0.03163428395146717
tm_phase_diff_1.53,,,-0.00636838359537041,-0.03635513574747744,-0.00636838359537041,0.028375031851225398,-0.018274800037745228,,-0.018274800037745228,,,-0.010667057537183304,-0.02722597737190875,-0.010667057537183304,0.004222651764647376,0.011734696084071869,,0.011734696084071869
tm_phase_diff_1.534,,,-0.015425626331698777,-0.03016642329549522,-0.015425626331698777,0.0476921601949271,-0.011966383640495477,,-0.011966383640495477,,,-0.03752869800332812,0.0015291923266742276,-0.03752869800332812,-0.014014736864051233,0.019019137542951252,,0.019019137542951252
tm_phase_diff_1.538,,,-0.013725097037301119,-0.022652131542199177,-0.013725097037301119,0.004653313275812136,0.02725446950022327,,0.02725446950022327,,,-0.013733937660667134,0.0005463310843948313,-0.013733937660667134,-0.02066353652551377,0.00826795232558379,,0.00826795232558379
tm_phase_diff_1.542,,,0.018654510833229006,-0.008420260463675973,0.018654510833229006,0.013903854915780995,0.025738879917813498,,0.025738879917813498,,,0.005761933975659515,-0.01765051866551939,0.005761933975659515,-0.032025620299822394,-0.0010960240377927827,,-0.0010960240377927827
tm_phase_diff_1.546,,,-0.00874224320460955,-0.011390648200908505,-0.00874224320460955,-0.012960984489505877,0.014870998570710036,,0.014870998570710036,,,0.03753284420808069,0.0026166784227565727,0.03753284420808069,0.009513875900303101,-0.0009273854103185105,,-0.0009273854103185105
tm_phase_diff_1.55,,,0.04136428789497818,0.029464489608272065,0.04136428789497818,-0.04086009544039493,0.006726996857941358,,0.006726996857941358,,,0.02077283212214939,-0.01977827050453105,0.02077283212214939,0.018811382739460716,0.005286381587399091,,0.005286381587399091
tm_phase_diff_1.554,,,0.04720987005157334,0.06354878300251655,0.04720987005157334,-0.0619502163228878,-0.007888592507441004,,-0.007888592507441004,,,0.011534860035999784,0.006229327104003654,0.011534860035999784,0.007937233254943228,0.02557520230414908,,0.02557520230414908
tm_phase_diff_1.558,,,0.056592374211334735,0.07476064419660418,0.056592374211334735,-0.054152218110246474,0.02069323308164185,,0.02069323308164185,,,-0.006653861726782488,-0.001383331540196963,-0.006653861726782488,0.02351829089489826,0.000724521019642379,,0.000724521019642379
tm_phase_diff_1.562,,,0.05019794049325257,0.06528498500478398,0.05019794049325257,-0.04309862211292022,0.038923262833897625,,0.038923262833897625,,,-0.012486923882540933,-0.003965915700793163,-0.012486923882540933,0.029795502508195217,0.016398378398100853,,0.016398378398100853
tm_phase_diff_1.566,,,0.019226538710381505,0.05386988424532323,0.019226538710381505,-0.054359352531917024,0.068906919192976,,0.068906919192976,,,-0.025137677270864495,-0.011727538358839482,-0.025137677270864495,0.02190315252583928,-0.020969791863682256,,-0.020969791863682256
tm_phase_diff_1.57,,,0.021682011363704057,0.04650547018961196,0.021682011363704057,-0.04359473587313928,0.0612031173473681,,0.0612031173473681,,,-0.014448893431544157,0.01339167899766975,-0.014448893431544157,-0.025248015713776967,-0.012969506504588018,,-0.012969506504588018
tm_phase_diff_1.574,,,-0.0038312131877211546,0.08832857542316179,-0.0038312131877211546,-0.032985893499708464,0.05265647770811122,,0.05265647770811122,,,-0.017969041199045792,0.028741551438368984,-0.017969041199045792,-0.08634898087347602,-0.023697756397582873,,-0.023697756397582873
tm_phase_diff_1.578,,,0.006432536378612071,0.07846371049210944,0.006432536378612071,-0.032397035792871835,0.0601155557088469,,0.0601155557088469,,,0.025081200058735435,0.005111494906965573,0.025081200058735435,-0.07407041567821204,-0.05960194310258175,,-0.05960194310258175
tm_phase_diff_1.582,,,-0.019058384844419737,0.05231867344633349,-0.019058384844419737,-0.0043176007139945705,-0.00401600377757186,,-0.00401600377757186,,,0.06736628031694882,0.016028159388205197,0.06736628031694882,-0.04740960298357916,-0.01681059381177185,,-0.01681059381177185
tm_phase_diff_1.586,,,-0.022072324108106663,-0.010116233291051395,-0.022072324108106663,-0.01728685416578652,0.015261956228667653,,0.015261956228667653,,,0.026908901155788385,0.0106128072225956,0.026908901155788385,-0.042624543187622,0.013851061664515609,,0.013851061664515609
tm_phase_diff_1.59,,,0.0074217080760391125,-0.037926467966828754,0.0074217080760391125,0.008417248653687976,0.004913897518857114,,0.004913897518857114,,,0.005111857150435065,-0.016864228776672156,0.005111857150435065,-0.014128446665690138,0.04362076169527181,,0.04362076169527181
tm_phase_diff_1.594,,,0.013961935464927952,-0.05310334857618187,0.013961935464927952,0.027146294946440643,-0.004533946148418054,,-0.004533946148418054,,,0.004817788407943103,-0.04494698950819402,0.004817788407943103,0.006195172970304818,0.01261025945728459,,0.01261025945728459
tm_phase_diff_1.598,,,-0.044071074937235645,-0.05956442538566388,-0.044071074937235645,0.03900614236287305,-0.038302973432590155,,-0.038302973432590155,,,0.0009071320730748636,-0.059129495697469225,0.0009071320730748636,0.04430788921707548,0.014493967140658157,,0.014493967140658157
tm_phase_diff_1.602,,,-0.022428483455802794,-0.04739541742605389,-0.022428483455802794,0.06468882204259728,-0.06255279462098588,,-0.06255279462098588,,,-0.002500134101397727,-0.022340874133301537,-0.002500134101397727,0.05910535482625289,0.028125155409594926,,0.028125155409594926
tm_phase_diff_1.606,,,-0.054473325374934184,-0.0509805832889776,-0.054473325374934184,0.014749136783420172,-0.04073988410832327,,-0.04073988410832327,,,0.03189045094315645,-0.026540738962686505,0.03189045094315645,0.060366075488186,0.015087497123931076,,0.015087497123931076
tm_phase_diff_1.61,,,-0.036819734235380354,-0.024746383249588347,-0.036819734235380354,0.023446648024039278,-0.041758298069549615,,-0.041758298069549615,,,-0.016154758393807703,-0.002524476508736115,-0.016154758393807703,0.05869355650698557,-0.004716143772808545,,-0.004716143772808545
tm_phase_diff_1.614,,,-0.04286661661995193,-0.011929493561949176,-0.04286661661995193,-0.007393521989831151,-0.025026481981481837,,-0.025026481981481837,,,-0.023444901449493707,0.00972138095614306,-0.023444901449493707,0.0060516467707652614,-0.01583615065015421,,-0.01583615065015421
tm_phase_diff_1.618,,,-0.01801178607311592,-0.008011200117723627,-0.01801178607311592,-0.016173657737344,-0.02485737132649067,,-0.02485737132649067,,,-0.0014969822433823817,0.005692361938287817,-0.0014969822433823817,-0.0012882687171675306,-0.014571007687396526,,-0.014571007687396526
tm_phase_diff_1.622,,,-0.010637186668966387,-0.007992346629869248,-0.010637186668966387,0.009167862026692794,-0.02206468185009266,,-0.02206468185009266,,,0.018862013321269112,-0.021609549861967264,0.018862013321269112,-0.011319679015399478,-0.0028574456270917276,,-0.0028574456270917276
tm_phase_diff_1.626,,,0.01308149149184129,-0.0019224215873993472,0.01308149149184129,-0.0026679292878556506,-0.027681690786684414,,-0.027681690786684414,,,0.03462256248345069,0.006954188919296266,0.03462256248345069,0.007845515455996566,0.018636048171654353,,0.018636048171654353
tm_phase_diff_1.63,,,0.010029644140243881,-0.02197449424843125,0.010029644140243881,0.011637861711513564,-0.01938181838979188,,-0.01938181838979188,,,0.007925570973082207,0.013912078027503756,0.007925570973082207,0.013888496855305217,0.012977720939062638,,0.012977720939062638
tm_phase_diff_1.634,,,0.03968089695193561,-0.035183660468968446,0.03968089695193561,0.031576052847240244,-0.02686028354165264,,-0.02686028354165264,,,0.018681838120772818,0.005099721262915172,0.018681838120772818,0.0012391666120044012,0.00580223298346915,,0.00580223298346915
tm_phase_diff_1.638,,,0.035875085837084035,-0.027768888176125717,0.035875085837084035,0.01505502881041319,-0.0035871954463625854,,-0.0035871954463625854,,,0.012945724106984524,0.03880002328709588,0.012945724106984524,-0.023629505835614822,-0.013868518685213998,,-0.013868518685213998
tm_phase_diff_1.642,,,0.005238378111853682,-0.020401965787841893,0.005238378111853682,0.022306819698927054,0.009976560741546757,,0.009976560741546757,,,-0.007463078915615309,0.02666140173222807,-0.007463078915615309,-0.023144177354989647,0.004049777240525142,,0.004049777240525142
tm_phase_diff_1.646,,,0.022990577320491628,0.018403653819310827,0.022990577320491628,0.005466735390090645,0.020719038912016333,,0.020719038912016333,,,-0.006984710704042185,0.009194996874834037,-0.006984710704042185,-0.005089811416820888,-0.012784844903755628,,-0.012784844903755628
tm_phase_diff_1.65,,,0.02912799666840284,0.015908707921649046,0.02912799666840284,0.008770356091482773,0.003774662197421807,,0.003774662197421807,,,-0.03747337857151602,0.011545410468691729,-0.03747337857151602,0.014974430006661156,0.023432436195058807,,0.023432436195058807
wg_1_w,,,,,,,,,,,,,,,,,,
wg_1_p_1_x,,,,,,,,,,,,,,,,,,
wg_1_p_1_y,,,1.0,0.03656826451123391,1.0,-0.039525065725854215,0.08506858691895731,,0.08506858691895731,,,0.008040049801456917,-0.029513027268854772,0.008040049801456917,0.041089385327903266,-0.08268371097778278,,-0.08268371097778278
wg_1_p_2_x,,,0.03656826451123391,1.0,0.03656826451123391,-0.031317740232782235,0.07414355387250886,,0.07414355387250886,,,0.04134647960920376,-0.021305948732758245,0.04134647960920376,0.0064650055651040905,-0.043476464690391785,,-0.043476464690391785
wg_1_p_2_y,,,1.0,0.03656826451123391,1.0,-0.039525065725854215,0.08506858691895731,,0.08506858691895731,,,0.008040049801456917,-0.029513027268854772,0.008040049801456917,0.041089385327903266,-0.08268371097778278,,-0.08268371097778278
wg_1_p_3_x,,,-0.039525065725854215,-0.031317740232782235,-0.039525065725854215,1.0,-0.05260791288745779,,-0.05260791288745779,,,0.037981004785222774,-0.010349897684045229,0.037981004785222774,-0.03660269882629225,-0.015016637957324934,,-0.015016637957324934
wg_1_p_3_y,,,0.08506858691895731,0.07414355387250886,0.08506858691895731,-0.05260791288745779,1.0,,1.0,,,0.0029146764478952154,-0.00505601803543786,0.0029146764478952154,-0.03738460261936243,-0.4811360556065278,,-0.4811360556065278
wg_1_p_4_x,,,,,,,,,,,,,,,,,,
wg_1_p_4_y,,,0.08506858691895731,0.07414355387250886,0.08506858691895731,-0.05260791288745779,1.0,,1.0,,,0.0029146764478952154,-0.00505601803543786,0.0029146764478952154,-0.03738460261936243,-0.4811360556065278,,-0.4811360556065278
wg_2_w,,,,,,,,,,,,,,,,,,
wg_2_p_1_x,,,,,,,,,,,,,,,,,,
wg_2_p_1_y,,,0.008040049801456917,0.04134647960920376,0.008040049801456917,0.037981004785222774,0.0029146764478952154,,0.0029146764478952154,,,1.0,0.012720447906300307,1.0,0.04478123943257471,0.06651652047244241,,0.06651652047244241
wg_2_p_2_x,,,-0.029513027268854772,-0.021305948732758245,-0.029513027268854772,-0.010349897684045229,-0.00505601803543786,,-0.00505601803543786,,,0.012720447906300307,1.0,0.012720447906300307,-0.007228452083357996,0.04458561012023548,,0.04458561012023548
wg_2_p_2_y,,,0.008040049801456917,0.04134647960920376,0.008040049801456917,0.037981004785222774,0.0029146764478952154,,0.0029146764478952154,,,1.0,0.012720447906300307,1.0,0.04478123943257471,0.06651652047244241,,0.06651652047244241
wg_2_p_3_x,,,0.041089385327903266,0.0064650055651040905,0.041089385327903266,-0.03660269882629225,-0.03738460261936243,,-0.03738460261936243,,,0.04478123943257471,-0.007228452083357996,0.04478123943257471,1.0,0.017478850917669014,,0.017478850917669014
wg_2_p_3_y,,,-0.08268371097778278,-0.043476464690391785,-0.08268371097778278,-0.015016637957324934,-0.4811360556065278,,-0.4811360556065278,,,0.06651652047244241,0.04458561012023548,0.06651652047244241,0.017478850917669014,1.0,,1.0
wg_2_p_4_x,,,,,,,,,,,,,,,,,,
wg_2_p_4_y,,,-0.08268371097778278,-0.043476464690391785,-0.08268371097778278,-0.015016637957324934,-0.4811360556065278,,-0.4811360556065278,,,0.06651652047244241,0.04458561012023548,0.06651652047244241,0.017478850917669014,1.0,,1.0
