,wg_1_w,wg_1_p_1_x,wg_1_p_1_y,wg_1_p_2_x,wg_1_p_2_y,wg_1_p_3_x,wg_1_p_3_y,wg_1_p_4_x,wg_1_p_4_y,wg_2_w,wg_2_p_1_x,wg_2_p_1_y,wg_2_p_2_x,wg_2_p_2_y,wg_2_p_3_x,wg_2_p_3_y,wg_2_p_4_x,wg_2_p_4_y
te1_1.618,,,-0.01589918459041669,-0.09243295606574115,-0.01589918459041669,0.09629846943545985,0.03917438292653895,,0.03917438292653895,,,0.007606984111173707,-0.037564748461856076,0.007606984111173707,-0.04880642477561261,-0.022643852889211624,,-0.022643852889211624
te1_1.622,,,-0.01578549117576398,-0.09185051363951038,-0.01578549117576398,0.09691152209549186,0.039554316797784574,,0.039554316797784574,,,0.00786778299055867,-0.03748869777591575,0.00786778299055867,-0.048555630221606805,-0.022988638628758107,,-0.022988638628758107
te1_1.626,,,-0.015362524525496288,-0.0916592657052787,-0.015362524525496288,0.09733775764954536,0.03951829951755906,,0.03951829951755906,,,0.007804137552695988,-0.0372243474976408,0.007804137552695988,-0.04827655668393665,-0.023024789522748165,,-0.023024789522748165
te1_1.63,,,-0.014620630410057666,-0.09181028045171347,-0.014620630410057666,0.09750388023142048,0.03917611674262284,,0.03917611674262284,,,0.007537580666882574,-0.03671938593957846,0.007537580666882574,-0.04805755480745973,-0.02281238899263913,,-0.02281238899263913
te1_1.634,,,-0.01357956228300616,-0.09215304710200757,-0.01357956228300616,0.09736929214545231,0.038632376913861885,,0.038632376913861885,,,0.007212306955815133,-0.03603400166445767,0.007212306955815133,-0.04792561215023003,-0.02241664590849521,,-0.02241664590849521
te1_1.638,,,-0.012290389904306455,-0.09246781250593475,-0.012290389904306455,0.09693981479542953,0.03796244789535954,,0.03796244789535954,,,0.006949025089776955,-0.03529471269415007,0.006949025089776955,-0.04784676543730821,-0.02191619059329707,,-0.02191619059329707
te1_1.642,,,-0.010825095733391053,-0.09257012756957335,-0.010825095733391053,0.0962597202403282,0.03720563383815189,,0.03720563383815189,,,0.006825314117703167,-0.03458113316289676,0.006825314117703167,-0.0477772725660516,-0.021396904896720328,,-0.021396904896720328
te1_1.646,,,-0.009229782025420389,-0.0923877908743996,-0.009229782025420389,0.09539743270413915,0.03636105015200865,,0.03636105015200865,,,0.0068656114332878455,-0.03386924696877139,0.0068656114332878455,-0.04767303077842169,-0.02090665747676328,,-0.02090665747676328
te1_1.65,,,-0.007535621932993155,-0.09192052077297527,-0.007535621932993155,0.09442972912716621,0.035423136384621016,,0.035423136384621016,,,0.007032940239162681,-0.033080881411007096,0.007032940239162681,-0.0474879232841536,-0.020436227059191587,,-0.020436227059191587
te2_1.45,,,-0.03852966076947512,0.06039108520104543,-0.03852966076947512,-0.026276745720024804,-0.015401650827485649,,-0.015401650827485649,,,-0.0070524672960829695,0.029453471565278513,-0.0070524672960829695,-0.006482726593340557,0.015923680918864626,,0.015923680918864626
te2_1.454,,,-0.038066110598239465,0.060149314304624515,-0.038066110598239465,-0.026616906702554198,-0.01832973208326833,,-0.01832973208326833,,,-0.009086982535676339,0.028709751227985175,-0.009086982535676339,-0.006106674668494106,0.01854605413917686,,0.01854605413917686
te2_1.458,,,-0.040338495004749016,0.05969311433544607,-0.040338495004749016,-0.026736466524508777,-0.017947710806444257,,-0.017947710806444257,,,-0.00772342900300154,0.030363352360480083,-0.00772342900300154,-0.007706866960499677,0.018530824761531707,,0.018530824761531707
te2_1.462,,,-0.041968102005328876,0.05856237860641487,-0.041968102005328876,-0.027048571744938327,-0.01913457721065402,,-0.01913457721065402,,,-0.007226884307594906,0.031529999771028064,-0.007226884307594906,-0.007579699927057814,0.01929649685710774,,0.01929649685710774
te2_1.466,,,-0.044322202910918145,0.05760398661089031,-0.044322202910918145,-0.02831684550226112,-0.018915126618911832,,-0.018915126618911832,,,-0.005705162175765343,0.03302050393149447,-0.005705162175765343,-0.007491345853456166,0.019540159999322328,,0.019540159999322328
te2_1.47,,,-0.047444584630579455,0.05605787476376992,-0.047444584630579455,-0.029336268870558065,-0.01745326679861825,,-0.01745326679861825,,,-0.00317832401991306,0.033763737186557445,-0.00317832401991306,-0.0073944159189139585,0.018825022969779056,,0.018825022969779056
te2_1.474,,,-0.04872540896167955,0.05366798631676952,-0.04872540896167955,-0.030211246230171736,-0.01734165626625524,,-0.01734165626625524,,,-0.002238311306916631,0.034126206064872724,-0.002238311306916631,-0.0061526762547408275,0.01844891623270215,,0.01844891623270215
te2_1.478,,,-0.05040004818929077,0.05288094978316429,-0.05040004818929077,-0.032826098455893106,-0.017733329257326822,,-0.017733329257326822,,,-0.002700352524539184,0.03526857201351101,-0.002700352524539184,-0.007664649660852328,0.01691119074868859,,0.01691119074868859
te2_1.482,,,-0.05083400858194307,0.05183100827165216,-0.05083400858194307,-0.035555938322824186,-0.018524861157433584,,-0.018524861157433584,,,-0.004115228208450273,0.03492247647319741,-0.004115228208450273,-0.008457951240377003,0.016107156798599562,,0.016107156798599562
te2_1.486,,,-0.050851623559260754,0.05139269849519983,-0.050851623559260754,-0.03808975774346804,-0.01802943686424722,,-0.01802943686424722,,,-0.005714469815401545,0.03562199687909633,-0.005714469815401545,-0.009133713016090625,0.01568633207392672,,0.01568633207392672
te2_1.49,,,-0.050686406535129215,0.052253768652261195,-0.050686406535129215,-0.0404510475928142,-0.01797471406592702,,-0.01797471406592702,,,-0.007055019378079043,0.037467428987642264,-0.007055019378079043,-0.009488199930024942,0.016546289904294548,,0.016546289904294548
te2_1.494,,,-0.05042443561049055,0.052804075861849216,-0.05042443561049055,-0.04251045011250259,-0.01863722618289465,,-0.01863722618289465,,,-0.00833466221582941,0.03839350355326028,-0.00833466221582941,-0.009352812354065128,0.017978343987034903,,0.017978343987034903
te2_1.498,,,-0.05054632705430635,0.052967124925515974,-0.05054632705430635,-0.04428913084149076,-0.019047458382523606,,-0.019047458382523606,,,-0.008944947965592013,0.038634693168908045,-0.008944947965592013,-0.009652254462125453,0.018365317687698692,,0.018365317687698692
te2_1.502,,,-0.050767821704805115,0.05212673267208519,-0.050767821704805115,-0.045569236285695036,-0.018842001659246745,,-0.018842001659246745,,,-0.009589013715004497,0.0400479981883618,-0.009589013715004497,-0.010285193738615429,0.018615684427272263,,0.018615684427272263
te2_1.506,,,-0.05085720095574525,0.05100054380079479,-0.05085720095574525,-0.047348523688074184,-0.018855934585475576,,-0.018855934585475576,,,-0.00878460557813412,0.042712601322846114,-0.00878460557813412,-0.00985172179675208,0.019788935142083512,,0.019788935142083512
te2_1.51,,,-0.04919378294329412,0.05064244110873293,-0.04919378294329412,-0.049878303349341506,-0.017977784373541916,,-0.017977784373541916,,,-0.008848739319547713,0.04467180255896742,-0.008848739319547713,-0.008540283858716519,0.019393795856971655,,0.019393795856971655
te2_1.514,,,-0.04737592738519906,0.04959732543504214,-0.04737592738519906,-0.052255125320758516,-0.01730820599499644,,-0.01730820599499644,,,-0.008513769831208131,0.04680196505695538,-0.008513769831208131,-0.007527093057152537,0.018498439093343665,,0.018498439093343665
te2_1.518,,,-0.04522587072105078,0.0473294303362843,-0.04522587072105078,-0.0556030504569683,-0.016965793047618898,,-0.016965793047618898,,,-0.009142362541764365,0.04816023820911209,-0.009142362541764365,-0.005932653078723769,0.017459740406734453,,0.017459740406734453
te2_1.522,,,-0.045952111807384864,0.04816020464953584,-0.045952111807384864,-0.05823685706031763,-0.01622674321222092,,-0.01622674321222092,,,-0.007444824453961055,0.04882639408613706,-0.007444824453961055,-0.0062097337211460355,0.01875159647487637,,0.01875159647487637
te2_1.526,,,-0.04756578878756922,0.04658305012115673,-0.04756578878756922,-0.06141328048987046,-0.016223407498244975,,-0.016223407498244975,,,-0.006955666187528838,0.048146290898251336,-0.006955666187528838,-0.007341828326700736,0.019576677190319688,,0.019576677190319688
te2_1.53,,,-0.04777954695074266,0.041498875048600496,-0.04777954695074266,-0.06322735046452428,-0.014497946456636794,,-0.014497946456636794,,,-0.007727557355670096,0.046937902628077954,-0.007727557355670096,-0.008080978376285112,0.018640420320637598,,0.018640420320637598
te2_1.534,,,-0.04812941059900156,0.03826549331592656,-0.04812941059900156,-0.06658427467348468,-0.01268365105186699,,-0.01268365105186699,,,-0.010361748930577354,0.04764915700613623,-0.010361748930577354,-0.00912411410159764,0.016344756411965835,,0.016344756411965835
te2_1.538,,,-0.04764409241227194,0.03547423765218487,-0.04764409241227194,-0.07045474350616483,-0.010580235784570497,,-0.010580235784570497,,,-0.012878825935634835,0.04802039272274967,-0.012878825935634835,-0.00755710163412872,0.014441349231319055,,0.014441349231319055
te2_1.542,,,-0.04632861592506409,0.034374028471415664,-0.04632861592506409,-0.07569566356116268,-0.010354315883855277,,-0.010354315883855277,,,-0.012863021616623565,0.04815051572059056,-0.012863021616623565,-0.00749729612286574,0.013592516654786186,,0.013592516654786186
te2_1.546,,,-0.046560796212815975,0.035272355397059266,-0.046560796212815975,-0.07473676046146832,-0.01083132956696512,,-0.01083132956696512,,,-0.013929816591598896,0.04783170125224098,-0.013929816591598896,-0.00742401517229096,0.01267099042983917,,0.01267099042983917
te2_1.55,,,-0.04590007964320824,0.03848443000418246,-0.04590007964320824,-0.07175185332263892,-0.01122059204938731,,-0.01122059204938731,,,-0.011812011287173213,0.04786243495460052,-0.011812011287173213,-0.008396935276875607,0.014604009828838705,,0.014604009828838705
te2_1.554,,,-0.046562731199660715,0.04066116530021529,-0.046562731199660715,-0.06739027201640956,-0.01179261312788093,,-0.01179261312788093,,,-0.009527669278198177,0.04784941129586254,-0.009527669278198177,-0.006174395544116044,0.015734968589769808,,0.015734968589769808
te2_1.558,,,-0.04636145030263034,0.04301154393171838,-0.04636145030263034,-0.0628618418710733,-0.011865608061947462,,-0.011865608061947462,,,-0.008452072492751731,0.046780976729469834,-0.008452072492751731,-0.005118237033915265,0.01559848394980597,,0.01559848394980597
te2_1.562,,,-0.045110917227868086,0.04632431678891151,-0.045110917227868086,-0.0589952384969599,-0.012489204592437884,,-0.012489204592437884,,,-0.008077677728796365,0.045912624316886114,-0.008077677728796365,-0.0062847830761494725,0.016992790627014222,,0.016992790627014222
te2_1.566,,,-0.04461316753102297,0.04729704413409781,-0.04461316753102297,-0.05721176919423764,-0.011536138917594887,,-0.011536138917594887,,,-0.006466118540520265,0.044797468426626734,-0.006466118540520265,-0.0076293142905472094,0.017274907222296472,,0.017274907222296472
te2_1.57,,,-0.04549074035514244,0.04763580884998145,-0.04549074035514244,-0.05379792423820061,-0.011371938136986658,,-0.011371938136986658,,,-0.004938810482169271,0.043654463860887525,-0.004938810482169271,-0.007887438958728323,0.018274624861044888,,0.018274624861044888
te2_1.574,,,-0.04539709508037649,0.04747428142880782,-0.04539709508037649,-0.051412020634152955,-0.011782210401147143,,-0.011782210401147143,,,-0.004985316194603896,0.04230097315121213,-0.004985316194603896,-0.007278711634768081,0.01883473967877444,,0.01883473967877444
te2_1.578,,,-0.04606376198394154,0.04744877530615079,-0.04606376198394154,-0.049386248808007675,-0.012663541657741266,,-0.012663541657741266,,,-0.0053521206786837534,0.042042474046473786,-0.0053521206786837534,-0.006565067463336524,0.020098461849900152,,0.020098461849900152
te2_1.582,,,-0.04714744796943391,0.047116180107573964,-0.04714744796943391,-0.048084413582879675,-0.010941338378956405,,-0.010941338378956405,,,-0.007544790194041083,0.04160608560599657,-0.007544790194041083,-0.007576662911686827,0.020492520982002865,,0.020492520982002865
te2_1.586,,,-0.046463070715761036,0.048158028580719894,-0.046463070715761036,-0.047482715864926466,-0.011445688660425515,,-0.011445688660425515,,,-0.00804160034581845,0.04073252126051516,-0.00804160034581845,-0.0070115773653466945,0.01961575262061501,,0.01961575262061501
te2_1.59,,,-0.04668953605851812,0.04791154466606344,-0.04668953605851812,-0.04758863684443411,-0.01190501400886032,,-0.01190501400886032,,,-0.008549712672393977,0.04080629238215468,-0.008549712672393977,-0.006095417668129334,0.019453192237902622,,0.019453192237902622
te2_1.594,,,-0.04794858303068589,0.04654149723969973,-0.04794858303068589,-0.04710864245497703,-0.01185858381242087,,-0.01185858381242087,,,-0.007923861121259862,0.04015524404335568,-0.007923861121259862,-0.004986552162800371,0.019413892853440317,,0.019413892853440317
te2_1.598,,,-0.048117222424444286,0.04551184165972274,-0.048117222424444286,-0.046092922357390397,-0.013133989850029365,,-0.013133989850029365,,,-0.008902433295892525,0.040286027405220026,-0.008902433295892525,-0.0052658511850996025,0.020240866378907964,,0.020240866378907964
te2_1.602,,,-0.048941727387507454,0.045581620110027914,-0.048941727387507454,-0.04666286006767345,-0.013733829763437424,,-0.013733829763437424,,,-0.008418705853753327,0.04050683162893784,-0.008418705853753327,-0.004510612530910121,0.020642704295089607,,0.020642704295089607
te2_1.606,,,-0.050521291541981615,0.045419127709719634,-0.050521291541981615,-0.04777517036205541,-0.01412372549468013,,-0.01412372549468013,,,-0.007099230499321751,0.04004133408144642,-0.007099230499321751,-0.003241177305616582,0.02177547602384268,,0.02177547602384268
te2_1.61,,,-0.04950266429460748,0.04595136569282913,-0.04950266429460748,-0.047136733536792604,-0.015402301572818824,,-0.015402301572818824,,,-0.007621662344818514,0.04169925570704218,-0.007621662344818514,-0.0033119167457519925,0.02181988799304633,,0.02181988799304633
te2_1.614,,,-0.04939327749823909,0.04617758190600524,-0.04939327749823909,-0.04694443757522604,-0.01692116431519369,,-0.01692116431519369,,,-0.007261409973226985,0.042242228540360055,-0.007261409973226985,-0.0027380194624773875,0.02284012065899234,,0.02284012065899234
te2_1.618,,,-0.0495257396135493,0.045653037501194337,-0.0495257396135493,-0.046418238010788725,-0.01903360822110301,,-0.01903360822110301,,,-0.006442018838285047,0.04142619490769835,-0.006442018838285047,-0.0016779008533824647,0.024164868391703915,,0.024164868391703915
te2_1.622,,,-0.04949202783415202,0.045627270316258794,-0.04949202783415202,-0.04662974679914665,-0.02040438460563914,,-0.02040438460563914,,,-0.00575122481365292,0.04134101864790781,-0.00575122481365292,-0.0013077271841659822,0.024854741918796996,,0.024854741918796996
te2_1.626,,,-0.049581329943986376,0.04602242233782881,-0.049581329943986376,-0.04717924930200933,-0.02086667083462259,,-0.02086667083462259,,,-0.004584771684901951,0.04196693761057591,-0.004584771684901951,-0.0016388438030071105,0.0250519185583099,,0.0250519185583099
te2_1.63,,,-0.05018743184509752,0.045976277588153425,-0.05018743184509752,-0.04739490656403157,-0.02096355416617123,,-0.02096355416617123,,,-0.00315059629429384,0.04215271617698658,-0.00315059629429384,-0.0019883896761939434,0.025348538568908938,,0.025348538568908938
te2_1.634,,,-0.05023182472587893,0.045257989197764234,-0.05023182472587893,-0.04748385357995247,-0.021025977440423886,,-0.021025977440423886,,,-0.002183720709471809,0.04192340746235874,-0.002183720709471809,-0.0024121296091756043,0.025738354684484953,,0.025738354684484953
te2_1.638,,,-0.049697098915465907,0.044545274521383973,-0.049697098915465907,-0.0478377534137605,-0.021018307968555326,,-0.021018307968555326,,,-0.0014014251124310993,0.04089768479692866,-0.0014014251124310993,-0.0027463107240520306,0.026010842510343832,,0.026010842510343832
te2_1.642,,,-0.04925565862319671,0.04351984546171042,-0.04925565862319671,-0.046819616637877814,-0.020019041275994784,,-0.020019041275994784,,,-0.001871037323037219,0.04029432949394476,-0.001871037323037219,-0.002174214316918832,0.02550500972195151,,0.02550500972195151
te2_1.646,,,-0.04776771483769567,0.04245373275586103,-0.04776771483769567,-0.04521834091071573,-0.019746587254249482,,-0.019746587254249482,,,-0.0035605232515054062,0.04039719149679643,-0.0035605232515054062,-0.001159233710962533,0.026375971020050484,,0.026375971020050484
te2_1.65,,,-0.04607908494724051,0.041476392727833995,-0.04607908494724051,-0.044545100132112755,-0.019275219095423405,,-0.019275219095423405,,,-0.00445374921445508,0.04018736630665753,-0.00445374921445508,-7.804366178821418e-05,0.026434359713204635,,0.026434359713204635
te_phase_diff_1.45,,,-0.006838726223186275,-0.043516201183370906,-0.006838726223186275,0.011610579379441323,0.02533054992425061,,0.02533054992425061,,,-0.04267189771678988,-0.016578596556948294,-0.04267189771678988,-0.03031610276885857,0.016964125558519373,,0.016964125558519373
te_phase_diff_1.454,,,-0.018845657375456498,-0.03243255269954956,-0.018845657375456498,0.04156882358070958,-0.015690786268143044,,-0.015690786268143044,,,-0.03726062902103126,-0.030485325882302843,-0.03726062902103126,-0.008568166761766974,0.012454084579632605,,0.012454084579632605
te_phase_diff_1.458,,,-0.031491758344001565,-0.04792783617455296,-0.031491758344001565,0.040091010072125365,-0.030872547900219708,,-0.030872547900219708,,,-0.008342559292296997,-0.04181329295899437,-0.008342559292296997,0.034357580525169976,0.0026903254546609095,,0.0026903254546609095
te_phase_diff_1.462,,,0.009499014631933476,-0.048481975274284515,0.009499014631933476,0.01300255517943674,0.0024160456431200875,,0.0024160456431200875,,,-0.0002046309563524705,-0.04169862169415991,-0.0002046309563524705,0.031595092508932034,-0.00626874915655521,,-0.00626874915655521
te_phase_diff_1.466,,,-0.02515707199761295,-0.03451451187031836,-0.02515707199761295,0.010072937030986233,-0.017405138152599645,,-0.017405138152599645,,,-0.027739274785846122,-0.0345600743633529,-0.027739274785846122,-0.0024276398772461304,-0.03647789556787361,,-0.03647789556787361
te_phase_diff_1.47,,,-0.0033989199386759363,-0.05277335734807202,-0.0033989199386759363,0.004453964361522914,0.007549926404715191,,0.007549926404715191,,,0.019036237322577976,-0.01250148188224557,0.019036237322577976,0.0002065959564182133,-0.02168203649968748,,-0.02168203649968748
te_phase_diff_1.474,,,0.0038247580555116336,-0.0741223562948979,0.0038247580555116336,0.026460077509415612,0.002348338313867514,,0.002348338313867514,,,-0.009441715822323785,0.0018336824636077192,-0.009441715822323785,0.011948947403038809,-0.018171080017995007,,-0.018171080017995007
te_phase_diff_1.478,,,0.011798683299122101,-0.05687904548575365,0.011798683299122101,0.013232432532558316,-0.03561228306341437,,-0.03561228306341437,,,-0.025423776668539816,-0.011713540941343702,-0.025423776668539816,0.015554972584024553,-0.009184209056912258,,-0.009184209056912258
te_phase_diff_1.482,,,0.013622915082667188,-0.04844612693697689,0.013622915082667188,0.0217421202459811,-0.0251530763085602,,-0.0251530763085602,,,-0.02690356629437472,-0.019458083337539626,-0.02690356629437472,0.0006394179499270978,-0.0060962821155985504,,-0.0060962821155985504
te_phase_diff_1.486,,,0.04065163790439632,-0.05718675813217459,0.04065163790439632,0.01790419290541254,-0.040477881219197195,,-0.040477881219197195,,,-0.007389765870476509,-0.002305481728719935,-0.007389765870476509,0.0028231955779914643,0.04499936161710147,,0.04499936161710147
te_phase_diff_1.49,,,0.04274292407313399,-0.0448806214582706,0.04274292407313399,0.008347644654962755,-0.03460545150418055,,-0.03460545150418055,,,0.02263392770457341,0.028941364925490945,0.02263392770457341,-0.0027366220094464104,0.019695893847287704,,0.019695893847287704
te_phase_diff_1.494,,,0.012169300805387596,0.021209071580450493,0.012169300805387596,0.01416659598327469,0.0032318904017415414,,0.0032318904017415414,,,0.03715797003536081,0.018149026693895925,0.03715797003536081,-0.019962070544125167,-0.017293331930712218,,-0.017293331930712218
te_phase_diff_1.498,,,0.021951928948306804,0.06915013042125555,0.021951928948306804,-0.012104017969992347,0.0312675269697741,,0.0312675269697741,,,0.06335239583862817,0.008074542414828679,0.06335239583862817,-0.003503684097091534,-0.03150763736606787,,-0.03150763736606787
te_phase_diff_1.502,,,0.043564769507094016,0.05283028692844931,0.043564769507094016,-0.02831741134624231,0.0039125744729683705,,0.0039125744729683705,,,-0.003985812279815771,0.018469542011917965,-0.003985812279815771,0.028678248762417927,-0.001605014243013345,,-0.001605014243013345
te_phase_diff_1.506,,,-0.006422174322801833,0.04838046967444292,-0.006422174322801833,-0.02868509103942971,0.00822205663962928,,0.00822205663962928,,,-0.02172666412685692,0.03179262315856325,-0.02172666412685692,-0.006862588786891611,-0.0097901400223549,,-0.0097901400223549
te_phase_diff_1.51,,,-0.009222871688291313,0.06825667692915756,-0.009222871688291313,-0.05179092138876896,0.02772407329104489,,0.02772407329104489,,,-0.005587736600644748,0.04828171974830393,-0.005587736600644748,-0.03940091787022313,-0.025411633032161308,,-0.025411633032161308
te_phase_diff_1.514,,,0.024049722128960272,0.061237397228176796,0.024049722128960272,-0.046407321758558266,0.005465023779258664,,0.005465023779258664,,,-0.022416044747238108,0.030501444800777995,-0.022416044747238108,-0.053338969682427934,-0.0030059805767755714,,-0.0030059805767755714
te_phase_diff_1.518,,,0.022283116951799516,0.06426057962082335,0.022283116951799516,-0.07382075196778472,0.04863021878668822,,0.04863021878668822,,,-0.0091489207693809,0.013136058731345586,-0.0091489207693809,-0.027203134590437564,-0.021692387829677463,,-0.021692387829677463
te_phase_diff_1.522,,,0.006595144718276505,0.0735274952002153,0.006595144718276505,-0.05751934890573371,0.013738540169173126,,0.013738540169173126,,,-0.02699781765139705,0.016719618824500126,-0.02699781765139705,-0.020275359509904153,0.005868265542006572,,0.005868265542006572
te_phase_diff_1.526,,,-0.040610971470884154,0.0038934170708380443,-0.040610971470884154,-0.003332200905866963,-0.019392809876261956,,-0.019392809876261956,,,0.01913657796907496,0.023322530369539428,0.01913657796907496,-0.0167930613498381,0.026112902085962956,,0.026112902085962956
te_phase_diff_1.53,,,0.0018969314963888718,0.002895429137620711,0.0018969314963888718,-0.004551496032776715,0.04170067001382329,,0.04170067001382329,,,0.020461522184058754,0.016385100363154638,0.020461522184058754,-0.012799539570821045,-0.0033463108979729815,,-0.0033463108979729815
te_phase_diff_1.534,,,-0.053301620548413996,0.029159228166339483,-0.053301620548413996,0.018378528556286057,0.02507974718487463,,0.02507974718487463,,,-0.018456649019483736,-0.008986530242241868,-0.018456649019483736,0.024845098898219956,0.022951725981474602,,0.022951725981474602
te_phase_diff_1.538,,,-0.03456778498135311,-0.004229757514719872,-0.03456778498135311,0.04039944231027547,0.006688258546165881,,0.006688258546165881,,,0.006907078483546873,-0.03913979603981497,0.006907078483546873,0.05047490322830516,-0.007409603378379721,,-0.007409603378379721
te_phase_diff_1.542,,,-0.04352292488996269,-0.025885657233795045,-0.04352292488996269,0.028076354606581894,-0.013388592734575619,,-0.013388592734575619,,,0.004614696569774235,-0.0304013322513737,0.004614696569774235,0.012538366516874996,-0.007563918231452893,,-0.007563918231452893
te_phase_diff_1.546,,,-0.0363815481408545,-0.009488608513136553,-0.0363815481408545,0.04285933484135969,-0.020832796887137926,,-0.020832796887137926,,,0.019799757991182988,-0.052843126113114355,0.019799757991182988,0.020270867243795246,-0.014369665167324984,,-0.014369665167324984
te_phase_diff_1.55,,,-0.023683227035386757,-0.01855328596356227,-0.023683227035386757,0.03166192190868252,-0.03688277843042244,,-0.03688277843042244,,,-0.0015864050917349217,-0.04149002153735023,-0.0015864050917349217,0.03554568008912781,-0.007907185024347304,,-0.007907185024347304
te_phase_diff_1.554,,,-0.03116765927008832,-0.024203359094525787,-0.03116765927008832,0.01714519440621399,-0.05627345915491675,,-0.05627345915491675,,,0.01680519519717979,-0.004843607110854783,0.01680519519717979,0.03619023896093418,0.028161170106197113,,0.028161170106197113
te_phase_diff_1.558,,,-0.00031185556013333245,-0.023667960407434758,-0.00031185556013333245,0.04679301936860023,-0.055525805109851126,,-0.055525805109851126,,,-0.0001342082826097359,0.015097037609531513,-0.0001342082826097359,0.021032243362240764,0.049639771582130676,,0.049639771582130676
te_phase_diff_1.562,,,0.009389815763265605,-0.033356710308574414,0.009389815763265605,0.03559504674425671,-0.06484078732179967,,-0.06484078732179967,,,-0.026627085786008517,0.020757982784000935,-0.026627085786008517,-0.0037583778977018844,0.0324306520002081,,0.0324306520002081
te_phase_diff_1.566,,,0.031648588967898184,-0.029898069693954497,0.031648588967898184,0.05436787016849532,-0.044586577085578956,,-0.044586577085578956,,,-0.05915652041946041,0.010064792940697048,-0.05915652041946041,-0.010484308569741934,0.03109701091016952,,0.03109701091016952
te_phase_diff_1.57,,,0.01696668529091617,-0.0075411433850834965,0.01696668529091617,0.03687707949783067,-0.025537403925775016,,-0.025537403925775016,,,-0.04173956893946974,0.03867375294379863,-0.04173956893946974,-0.0036590019123634993,0.00017656332123880378,,0.00017656332123880378
te_phase_diff_1.574,,,-0.027006275379793283,0.0005465860848936398,-0.027006275379793283,0.03784745181786687,-0.026604167959482034,,-0.026604167959482034,,,-0.011011791910306665,0.019856462939144642,-0.011011791910306665,-0.04913346718594111,0.024959086378981508,,0.024959086378981508
te_phase_diff_1.578,,,-0.03052262780228147,0.005243697152439839,-0.03052262780228147,0.019177887251607142,0.026663848610849254,,0.026663848610849254,,,-0.005138404813786656,-0.002745649257184143,-0.005138404813786656,-0.047180124569752485,-0.004150083571332995,,-0.004150083571332995
te_phase_diff_1.582,,,0.022410720522725393,-0.0031542333812878782,0.022410720522725393,0.005686215637192843,-0.03001466356211567,,-0.03001466356211567,,,-0.009557633764309884,0.011055007523146046,-0.009557633764309884,-0.0512884477361536,0.01783251532959944,,0.01783251532959944
te_phase_diff_1.586,,,0.03067510711199669,-0.015248631791993502,0.03067510711199669,-0.0044395050369708455,0.02640109633554136,,0.02640109633554136,,,-0.04662629730222156,0.013428150754112637,-0.04662629730222156,-0.004481358761125679,-0.01782045880823447,,-0.01782045880823447
te_phase_diff_1.59,,,0.035523152552222305,-0.022068052478006684,0.035523152552222305,0.0067154400608265274,0.039564230613043004,,0.039564230613043004,,,-0.00797732356599761,0.003731874705412995,-0.00797732356599761,-0.011985978872428738,-0.0407442892773813,,-0.0407442892773813
te_phase_diff_1.594,,,0.04227866155566229,0.012714618113662994,0.04227866155566229,-0.008586208641890821,0.04772271989764776,,0.04772271989764776,,,-0.003250463897909085,0.036642790897785736,-0.003250463897909085,0.013258841202529292,-0.0626220027567016,,-0.0626220027567016
te_phase_diff_1.598,,,0.037154728794638756,0.033285097908680034,0.037154728794638756,-0.029146548918046033,0.0426195449135733,,0.0426195449135733,,,0.0028925876539373637,0.03003417292934276,0.0028925876539373637,-0.010899513662892822,-0.035742110281933255,,-0.035742110281933255
te_phase_diff_1.602,,,0.006232806043152508,0.026512150996141737,0.006232806043152508,-0.014021854973440146,0.059077057303226536,,0.059077057303226536,,,0.02019323850995099,0.03241014745262214,0.02019323850995099,-0.014290541895015173,-0.0373769740506632,,-0.0373769740506632
te_phase_diff_1.606,,,0.03807999867319424,0.018670334643129335,0.03807999867319424,-0.06880106121238413,0.08236816261644112,,0.08236816261644112,,,0.008924387404012793,-0.009900757437758029,0.008924387404012793,0.02332711572262891,-0.041347080487541474,,-0.041347080487541474
te_phase_diff_1.61,,,0.025088628193885968,0.056825670205056474,0.025088628193885968,-0.06152050539585863,0.09097431156073749,,0.09097431156073749,,,0.0020350394959286976,-0.017066790438840452,0.0020350394959286976,0.01878733070446999,-0.06197580846257423,,-0.06197580846257423
te_phase_diff_1.614,,,0.03254514948813078,0.09681135269438099,0.03254514948813078,-0.0667885435947159,0.10466370050543179,,0.10466370050543179,,,0.02117433668001824,0.010240807846740328,0.02117433668001824,0.03133890995120355,-0.05660177948884527,,-0.05660177948884527
te_phase_diff_1.618,,,0.015570811625437074,0.019954852403082264,0.015570811625437074,-0.04719815248066651,0.025059780409307085,,0.025059780409307085,,,0.044525456464367154,-0.022311563874590833,0.044525456464367154,0.04122538965887515,0.0047173442221547365,,0.0047173442221547365
te_phase_diff_1.622,,,0.02911964909804518,0.01671476999115557,0.02911964909804518,-0.0612090141981579,0.001952258930628251,,0.001952258930628251,,,0.02845539826490964,-0.06372406040726332,0.02845539826490964,0.03506727277785555,0.03927050977706398,,0.03927050977706398
te_phase_diff_1.626,,,-0.003276953410272804,0.016100744960593723,-0.003276953410272804,-0.049733162144816746,0.00848284351154499,,0.00848284351154499,,,0.03448731916906153,-0.05266432936601568,0.03448731916906153,0.0419716020801787,0.008040091490448476,,0.008040091490448476
